Course Code,Prereq_1
NAVS 101,
NAVS 190,
NAVS 196,
NAVS 201,
NAVS 202,NAVS 202L
NAVS 202L,NAVS 202
NAVS 211,
NAVS 301,
NAVS 302,
NAVS 311,
NAVS 401,
NAVS 402,
NAVS 411,
NAVS 500,
NAVS 501,
