Course Code,Prereq_1,Prereq_2
CBPH 603,,
CBPH 705,,
CBPH 706,,
CBPH 710,,
CBPH 741,,
CBPH 791,BIOL 474,BIOL 474L
CBPH 793,CBIO 607,CBPH 791
CBPH 800,,
CBPH 850,,
CBPH 851,,
CBPH 852,,
CBPH 853,,
CBPH 855,,
CBPH 856,,
CBPH 890,,
CBPH 895,,
CBPH 910,,
CBPH 915,,
CBPH 992,,
CBPH 993,,
CBPH 994,,
