Course Code,Prereq_1,Prereq_2
HNUR 101,,
HNUR 102,HNUR 101,
HNUR 203,HNUR 102,
HNUR 204,HNUR 203,
HNUR 220,,
HNUR 221,,
HNUR 305,HNUR 204,
HNUR 306,HNUR 204,
HNUR 308,HNUR 203,
HNUR 407,HNUR 305,HNUR 306
HNUR 408,HNUR 305,HNUR 306
HNUR 409,HNUR 305,HNUR 306
HNUR 410,HNUR 305,HNUR 306
HNUR 411,HNUR 305,HNUR 306
HNUR 490,HNUR 305,HNUR 306
HNUR 496,,
HNUR 592,,
