Course Code,Prereq_1,Prereq_2
MNGT 120,,
MNGT 131,,
MNGT 223,COMM 120,
MNGT 310,ECON 101,
MNGT 325,COMM 120,
MNGT 330,,
MNGT 345,ECON 310,ECON 410
MNGT 364,,
MNGT 365,,
MNGT 380,ECON 310,ECON 410
MNGT 410,,
MNGT 412,,
MNGT 415,,
MNGT 427,,
MNGT 691H,,
MNGT 692H,MNGT 691H,
