Course Code,Prereq_1,Prereq_2,Prereq_3,Prereq_4
ARMY 100,,,,
ARMY 101,,,,
ARMY 102,,,,
ARMY 190,,,,
ARMY 196,,,,
ARMY 201,,,,
ARMY 202,,,,
ARMY 301,ARMY 101,ARMY 102,ARMY 201,ARMY 202
ARMY 302,ARMY 101,ARMY 102,ARMY 201,ARMY 202
ARMY 401,ARMY 301,ARMY 302,,
ARMY 402,ARMY 301,ARMY 302,ARMY 401,
ARMY 493,,,,
