Course Code,Prereq_1,Prereq_2
GNET 603,,
GNET 621,BIOL 202,BIOL 220
GNET 622,BIOL 621,
GNET 623,,
GNET 624,,
GNET 625,,
GNET 631,,
GNET 632,,
GNET 635,BIOL 425,
GNET 645,,
GNET 646,,
GNET 647,,
GNET 655,,
GNET 675,,
GNET 680,,
GNET 701,,
GNET 702,,
GNET 703,,
GNET 722,,
GNET 730,,
GNET 742,,
GNET 743,,
GNET 744,,
GNET 747,BIOL 201,BIOL 202
GNET 749,,
GNET 750,,
GNET 760,,
GNET 801,,
GNET 850,,
GNET 865,,
GNET 870,,
GNET 888,,
GNET 891,,
GNET 905,,
GNET 992,,
GNET 993,,
GNET 994,,
