Course Code,Prereq_1,Prereq_2,Prereq_3,Prereq_4
PATH 128,,,,
PATH 426,BIOL 205,BIOL 103,BIOL 104,BIOL 240
PATH 462,,,,
PATH 464,,,,
PATH 713,PATH 714L,,,
PATH 714L,PATH 713,,,
PATH 715,PATH 716L,,,
PATH 716L,PATH 715,,,
PATH 723,,,,
PATH 725,,,,
PATH 726,,,,
PATH 766,,,,
PATH 767,,,,
PATH 770,,,,
PATH 792,,,,
PATH 801,,,,
PATH 850,,,,
PATH 890,,,,
PATH 900,,,,
PATH 920,,,,
PATH 940,,,,
PATH 993,,,,
PATH 994,,,,
