Course Code,Prereq_1,Prereq_2,Prereq_3,Prereq_4,Prereq_5
SLAV 86,,,,,
SLAV 248,,,,,
SLAV 250,CZCH 404,HUNG 404,MACD 404,PLSH 404,BCS 404
SLAV 277,,,,,
SLAV 296,,,,,
SLAV 464,,,,,
SLAV 469,,,,,
SLAV 470,,,,,
SLAV 490,,,,,
SLAV 796,,,,,
SLAV 994,,,,,
