Course Code,Prereq_1,Prereq_2,Prereq_3,Prereq_4
MCRO 251,,,,
MCRO 291,MCRO 251,MCRO 251,,
MCRO 292,MCRO 251,MCRO 251,,
MCRO 449,BIOL 205,BIOL 103,BIOL 104,BIOL 240
MCRO 614,,,,
MCRO 630,,,,
MCRO 631,,,,
MCRO 632,,,,
MCRO 635,,,,
MCRO 640,,,,
MCRO 690,,,,
MCRO 701,,,,
MCRO 702,,,,
MCRO 705,,,,
MCRO 710,,,,
MCRO 711,,,,
MCRO 712,,,,
MCRO 721,,,,
MCRO 790,,,,
MCRO 791,,,,
MCRO 792,,,,
MCRO 795,,,,
MCRO 901,,,,
MCRO 993,,,,
MCRO 994,,,,
